cancer_group,alteration_group,confounder,ras,nonras,cancer,number_ras,number_nonras,Parameter,mean,se_mean,sd,2.5%,5%,25%,50%,75%,95%,97.5%,n_eff,Rhat,variable,z,p,00,10,01,11,n,chisq_stat,chisq_p,chisq_padj,is_driver,cutoff_nmodel,cutoff_ntest
single,Deletion,sex,RAS_12-61,PTEN,colorectal cancer,875,32,"beta[1,4]",0.386,0.009,0.318,-0.256,-0.14,0.176,0.386,0.593,0.912,1.01,1362.763,1.001,Female,1.214,0.65,973,857,14,18,1862,0.774,0.42,0.3,TRUE,2.7,3.71
single,Deletion,sex,RAS_12-61,PTEN,colorectal cancer,892,24,"beta[2,4]",0.247,0.009,0.331,-0.372,-0.279,0.015,0.252,0.469,0.791,0.88,1382.088,0.999,Male,0.747,0.34,1326,881,13,11,2231,0.144,0.15,0.13,TRUE,2.7,3.71
single,Deletion,sex,RAS_12-61,PTEN,colorectal cancer,1767,56,mu_beta[3],0.318,0.013,0.489,-0.532,-0.361,0.061,0.307,0.561,0.979,1.21,1384.499,0.999,overall,0.651,0.29,2299,1738,27,29,4093,1.38,0.62,0.38,TRUE,2.7,3.71
single,Deletion,sex,RAS_12-61,CDKN2A,cancer of unknown primary,171,69,"beta[1,4]",0.469,0.019,0.226,-0.005,0.071,0.315,0.503,0.615,0.8,0.884,136.635,1.02,Female,2.069,1.41,500,149,47,22,718,2.269,0.88,0.6,TRUE,2.7,3.71
single,Deletion,sex,RAS_12-61,CDKN2A,cancer of unknown primary,137,99,"beta[2,4]",0.559,0.006,0.204,0.132,0.197,0.439,0.612,0.666,0.871,0.956,1104.176,1.004,Male,2.736,2.21,493,109,71,28,701,4.971,1.59,1.19,TRUE,2.7,3.71
single,Deletion,sex,RAS_12-61,CDKN2A,non-small cell lung cancer,1255,268,"beta[1,4]",-0.548,0.004,0.147,-0.831,-0.779,-0.648,-0.553,-0.448,-0.289,-0.242,1412.656,1.001,Female,-3.717,3.7,2326,1193,206,62,3787,12.549,3.4,2.36,TRUE,2.7,3.71
single,Deletion,sex,RAS_12-61,CDKN2A,non-small cell lung cancer,720,245,"beta[2,4]",-0.582,0.004,0.155,-0.9,-0.839,-0.686,-0.578,-0.474,-0.332,-0.3,1484.851,1.001,Male,-3.758,3.77,1810,678,203,42,2733,11.229,3.09,2.24,TRUE,2.7,3.71
single,Deletion,sex,RAS_12-61,CDKN2A,pancreatic cancer,737,113,"beta[1,4]",0.418,0.007,0.19,0.024,0.108,0.303,0.412,0.553,0.722,0.78,648.126,1.006,Female,2.203,1.56,211,646,22,91,970,1.183,0.56,0.34,TRUE,2.7,3.71
single,Deletion,sex,RAS_12-61,CDKN2A,pancreatic cancer,854,136,"beta[2,4]",0.461,0.008,0.191,0.076,0.153,0.337,0.449,0.598,0.761,0.848,641.995,1.005,Male,2.408,1.79,257,741,23,113,1134,4.566,1.49,1.11,TRUE,2.7,3.71
single,Deletion,sex,RAS_12-61,CDKN2A,melanoma,163,128,"beta[1,4]",0.341,0.005,0.168,0.01,0.061,0.234,0.347,0.46,0.601,0.653,1338.835,1.001,Female,2.026,1.37,382,125,90,38,635,1.106,0.53,0.34,TRUE,2.7,3.71
