cancer_group,alteration_group,confounder,ras,nonras,cancer,number_ras,number_nonras,Parameter,mean,se_mean,sd,2.5%,5%,25%,50%,75%,95%,97.5%,n_eff,Rhat,variable,z,p,00,10,01,11,n,chisq_stat,chisq_p,chisq_padj,is_driver,cutoff_nmodel,cutoff_ntest
single,Driver mutation (gene_pathways),race,KRAS_12A,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,81,59,"beta[1,4]",-1.167,0.045,1.147,-3.883,-3.206,-1.683,-1.135,-0.388,0.53,0.74,639.278,1.01,White,-1.018,0.51,2778,80,58,1,2917,0.012,0.04,0,TRUE,2.86,2.86
single,Driver mutation (gene_pathways),race,KRAS_12A,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,81,59,mu_beta[3],-1.03,0.058,2.069,-5.447,-4.432,-1.912,-1.327,0.081,2.303,3.291,1264.65,1.003,overall,-0.498,0.21,2778,80,58,1,2917,0.012,0.04,0,TRUE,2.86,2.86
single,Driver mutation (gene_pathways),race,KRAS_12A,wnt,non-small cell lung cancer,81,68,"beta[2,4]",-1.191,0.032,1.198,-4.196,-3.509,-1.806,-0.994,-0.348,0.403,0.586,1430.886,1,White,-0.994,0.49,2769,80,67,1,2917,0.084,0.11,0,TRUE,2.86,2.86
single,Driver mutation (gene_pathways),race,KRAS_12A,wnt,non-small cell lung cancer,83,85,mu_beta[3],-1.279,0.042,1.687,-4.972,-4.168,-2.216,-1.153,-0.191,1.151,1.68,1576.126,1,overall,-0.758,0.35,3079,82,84,1,3246,0.22,0.19,0,TRUE,2.86,2.86
single,Driver mutation (gene_pathways),race,KRAS_12A,RAS_RAF_MAPK_extended,non-small cell lung cancer,81,292,"beta[4,4]",-1.927,0.021,0.807,-3.823,-3.362,-2.408,-1.838,-1.377,-0.712,-0.551,1427.48,0.999,White,-2.386,1.77,2546,79,290,2,2917,4.434,1.45,0.67,TRUE,2.86,2.86
single,Driver mutation (gene_pathways),race,KRAS_12A,RAS_RAF_MAPK_extended,non-small cell lung cancer,88,422,mu_beta[3],-2.099,0.028,1.025,-4.353,-3.942,-2.708,-2.04,-1.363,-0.569,-0.318,1316.351,1.002,overall,-2.048,1.39,3106,86,420,2,3614,6.828,2.05,0.97,TRUE,2.86,2.86
single,Driver mutation (gene_pathways),race,KRAS_12A,RAS_RAF_MAPK_brief,non-small cell lung cancer,81,124,"beta[3,4]",-0.922,0.028,0.834,-2.8,-2.393,-1.393,-0.816,-0.338,0.246,0.422,900.728,1,White,-1.106,0.57,2714,79,122,2,2917,0.278,0.22,0,TRUE,2.86,2.86
single,Driver mutation (gene_pathways),race,KRAS_12A,RAS_RAF_MAPK_brief,non-small cell lung cancer,85,148,mu_beta[3],-1.013,0.033,1.058,-3.258,-2.69,-1.669,-0.93,-0.273,0.577,0.814,1026.724,0.999,overall,-0.958,0.47,3209,83,146,2,3440,0.392,0.27,0,TRUE,2.86,2.86
single,Driver mutation (gene_pathways),race,KRAS_12A,PI3K_AKT,non-small cell lung cancer,81,83,"beta[2,4]",0.043,0.022,0.648,-1.403,-1.132,-0.321,0.106,0.503,0.984,1.12,878.347,1.004,White,0.067,0.02,2756,78,80,3,2917,0.018,0.05,0,TRUE,2.86,2.86
single,Driver mutation (gene_pathways),race,KRAS_12A,PI3K_AKT,non-small cell lung cancer,83,97,mu_beta[3],-0.244,0.036,1.331,-3.179,-2.47,-0.874,-0.121,0.538,1.507,2.051,1398.806,1.001,overall,-0.183,0.07,3069,80,94,3,3246,0,0,0,TRUE,2.86,2.86
single,Driver mutation (gene_pathways),race,KRAS_12A,STK11_KEAP1,non-small cell lung cancer,81,63,"beta[1,4]",-1.07,0.06,1.186,-3.66,-3.181,-1.706,-0.842,-0.309,0.513,0.7,384.783,1.008,White,-0.903,0.44,2774,80,62,1,2917,0.037,0.07,0,TRUE,2.86,2.86
single,Driver mutation (gene_pathways),race,KRAS_12A,STK11_KEAP1,non-small cell lung cancer,81,63,mu_beta[3],-1.043,0.063,2.164,-5.468,-4.453,-2.248,-0.868,0.045,2.544,3.65,1178.792,0.999,overall,-0.482,0.2,2774,80,62,1,2917,0.037,0.07,0,TRUE,2.86,2.86
single,Driver mutation (gene_pathways),race,KRAS_12C,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,405,59,"beta[1,4]",-0.428,0.014,0.445,-1.35,-1.161,-0.695,-0.416,-0.131,0.291,0.365,966.549,1.003,White,-0.961,0.47,2459,399,53,6,2917,0.414,0.28,0.19,TRUE,2.86,3.21
single,Driver mutation (gene_pathways),race,KRAS_12C,NRF2_pathway_oxidative_stress_response,non-small cell lung cancer,405,59,mu_beta[3],-0.391,0.05,1.984,-4.65,-3.616,-1.315,-0.395,0.541,2.788,3.642,1549.583,1.001,overall,-0.197,0.07,2459,399,53,6,2917,0.414,0.28,0.19,TRUE,2.86,3.21
single,Driver mutation (gene_pathways),race,KRAS_12C,wnt,non-small cell lung cancer,12,17,"beta[1,4]",-1.519,0.049,1.773,-5.94,-4.776,-2.159,-1.172,-0.414,0.523,0.799,1295.481,0.999,Asian,-0.857,0.41,300,12,17,0,329,0.025,0.06,0,TRUE,2.86,3.21
single,Driver mutation (gene_pathways),race,KRAS_12C,wnt,non-small cell lung cancer,405,68,"beta[2,4]",-0.471,0.011,0.415,-1.325,-1.173,-0.74,-0.451,-0.182,0.188,0.3,1477.299,1,White,-1.135,0.59,2451,398,61,7,2917,0.475,0.31,0.19,TRUE,2.86,3.21
single,Driver mutation (gene_pathways),race,KRAS_12C,wnt,non-small cell lung cancer,417,85,mu_beta[3],-0.947,0.037,1.375,-3.902,-3.26,-1.591,-0.855,-0.141,0.986,1.462,1347.851,1,overall,-0.689,0.31,2751,410,78,7,3246,1.262,0.58,0.29,TRUE,2.86,3.21
single,Driver mutation (gene_pathways),race,KRAS_12C,RAS_RAF_MAPK_extended,colorectal cancer,58,177,"beta[3,4]",-1.018,0.017,0.625,-2.366,-2.097,-1.391,-0.955,-0.609,-0.083,0.1,1420.34,1.001,White,-1.627,0.98,1507,56,175,2,1740,2.256,0.88,0.38,TRUE,2.86,3.21
