cancer_group,alteration_group,confounder,ras,nonras,cancer,number_ras,number_nonras,Parameter,mean,se_mean,sd,2.5%,5%,25%,50%,75%,95%,97.5%,n_eff,Rhat,variable,z,p,00,10,01,11,n,chisq_stat,chisq_p,chisq_padj,is_driver,cutoff_nmodel,cutoff_ntest
single,Any mutation,Mutation signature,KRAS_12C,SPEN,non-small cell lung cancer,48,39,"beta[1,4]",-3.193,0.062,2.053,-8.872,-7.03,-4.005,-2.668,-1.847,-0.941,-0.677,1085.502,1.001,Signature.2,-1.555,0.92,264,48,39,0,351,5.708,1.77,0.51,FALSE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,SPEN,non-small cell lung cancer,101,24,"beta[2,4]",0.148,0.016,0.571,-1.03,-0.87,-0.215,0.191,0.559,1.007,1.121,1302.725,1.003,Signature.4,0.258,0.1,585,96,19,5,705,0.396,0.28,0,FALSE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,SPEN,non-small cell lung cancer,149,63,mu_beta[3],-1.363,0.044,1.657,-5.18,-4.281,-2.208,-1.154,-0.372,0.893,1.504,1435.237,1,overall,-0.822,0.39,849,144,58,5,1056,1.6,0.69,0.16,FALSE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,KMT2C,non-small cell lung cancer,6,22,"beta[1,4]",0.118,0.016,0.627,-1.067,-0.909,-0.293,0.117,0.517,1.181,1.385,1480.505,0.999,Signature.13,0.189,0.07,74,4,20,2,100,0.033,0.07,-0,FALSE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,KMT2C,non-small cell lung cancer,48,40,"beta[2,4]",0.14,0.01,0.397,-0.663,-0.53,-0.131,0.158,0.416,0.75,0.86,1584.122,1.001,Signature.2,0.352,0.14,245,41,33,7,326,0.085,0.11,-0,FALSE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,KMT2C,non-small cell lung cancer,11,13,"beta[3,4]",-0.317,0.02,0.766,-2.074,-1.692,-0.761,-0.263,0.188,0.832,1.055,1464.906,0.999,Signature.3,-0.415,0.17,219,11,13,0,243,0.015,0.04,-0,FALSE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,KMT2C,non-small cell lung cancer,100,76,"beta[4,4]",-0.077,0.009,0.337,-0.755,-0.641,-0.297,-0.071,0.151,0.445,0.566,1555.589,1.002,Signature.4,-0.23,0.09,542,90,66,10,708,0.007,0.03,-0,FALSE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,KMT2C,non-small cell lung cancer,165,151,mu_beta[3],-0.033,0.013,0.485,-1.004,-0.866,-0.345,-0.021,0.276,0.74,0.891,1438.461,0.999,overall,-0.068,0.02,1080,146,132,19,1377,0.012,0.04,-0,FALSE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,TP53,non-small cell lung cancer,8,79,"beta[2,4]",-0.805,0.012,0.483,-1.697,-1.593,-1.138,-0.812,-0.48,0.018,0.162,1586.903,0.999,Signature.13,-1.667,1.02,28,3,74,5,110,0.04,0.08,-0,TRUE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,TP53,non-small cell lung cancer,7,87,"beta[4,4]",-1.037,0.014,0.5,-2.024,-1.868,-1.366,-1.028,-0.706,-0.228,-0.06,1350.374,1,Signature.15,-2.074,1.42,49,4,84,3,140,0.462,0.3,0.01,TRUE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,TP53,non-small cell lung cancer,6,39,"beta[5,4]",-0.106,0.014,0.53,-1.136,-0.96,-0.45,-0.138,0.247,0.77,0.949,1444.179,0.999,Signature.16,-0.2,0.08,24,0,33,6,63,2.491,0.94,0.23,TRUE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,TP53,non-small cell lung cancer,38,92,"beta[7,4]",-0.483,0.008,0.33,-1.119,-1.011,-0.707,-0.483,-0.26,0.049,0.177,1514.745,0.999,Signature.18,-1.463,0.84,45,19,73,19,156,1.218,0.57,0.1,TRUE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,TP53,non-small cell lung cancer,8,31,"beta[8,4]",-0.572,0.013,0.517,-1.555,-1.437,-0.912,-0.569,-0.24,0.266,0.457,1613.698,0.999,Signature.19,-1.107,0.57,31,4,27,4,66,0,-0,-0,TRUE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,TP53,non-small cell lung cancer,8,149,"beta[9,4]",-0.638,0.012,0.461,-1.54,-1.412,-0.945,-0.625,-0.338,0.141,0.252,1443.477,0.999,Signature.1A,-1.382,0.78,121,3,144,5,273,0.009,0.03,-0,TRUE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,TP53,non-small cell lung cancer,50,223,"beta[11,4]",-0.613,0.008,0.283,-1.184,-1.085,-0.797,-0.62,-0.422,-0.146,-0.078,1246.743,1,Signature.2,-2.163,1.51,100,24,197,26,347,3.228,1.14,0.26,TRUE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,TP53,non-small cell lung cancer,6,46,"beta[12,4]",-1.377,0.014,0.55,-2.472,-2.278,-1.763,-1.359,-1.001,-0.514,-0.326,1618.931,1,Signature.20,-2.504,1.91,26,5,45,1,77,3.265,1.15,0.26,TRUE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,TP53,non-small cell lung cancer,11,161,"beta[14,4]",-0.82,0.011,0.436,-1.684,-1.538,-1.111,-0.825,-0.516,-0.106,0.023,1440.353,0.999,Signature.3,-1.88,1.22,90,5,155,6,256,0.071,0.1,-0,TRUE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,TP53,non-small cell lung cancer,102,522,"beta[15,4]",-1.165,0.005,0.209,-1.573,-1.518,-1.304,-1.166,-1.02,-0.829,-0.74,1463.567,0.999,Signature.4,-5.572,7.6,170,56,476,46,748,32.798,7.99,6.03,TRUE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,TP53,non-small cell lung cancer,6,36,"beta[17,4]",-1.136,0.014,0.538,-2.208,-2.021,-1.481,-1.115,-0.767,-0.294,-0.145,1408.334,1.003,Signature.6,-2.111,1.46,13,4,34,2,53,2.141,0.84,0.2,TRUE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,TP53,non-small cell lung cancer,10,71,"beta[18,4]",-1.01,0.012,0.484,-2.011,-1.806,-1.332,-0.995,-0.699,-0.202,-0.052,1577.737,0.999,Signature.7,-2.088,1.43,35,6,67,4,112,1.601,0.69,0.16,TRUE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,TP53,non-small cell lung cancer,7,35,"beta[19,4]",-1.391,0.014,0.578,-2.57,-2.331,-1.762,-1.378,-1,-0.44,-0.307,1600.734,1.001,Signature.8,-2.406,1.79,22,6,34,1,63,3.715,1.27,0.28,TRUE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,TP53,non-small cell lung cancer,135,85,"beta[21,4]",-1.046,0.007,0.268,-1.573,-1.504,-1.218,-1.044,-0.869,-0.613,-0.516,1436.375,1,Signature.R2,-3.911,4.04,27,94,44,41,206,17.89,4.63,2.77,TRUE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,TP53,non-small cell lung cancer,7,57,"beta[23,4]",-1.365,0.014,0.55,-2.516,-2.276,-1.722,-1.352,-0.983,-0.53,-0.337,1448.66,1.003,Signature.U1,-2.481,1.88,50,6,56,1,113,2.513,0.95,0.23,TRUE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,TP53,non-small cell lung cancer,427,1927,mu_beta[3],-1.01,0.006,0.217,-1.438,-1.375,-1.154,-1.011,-0.868,-0.647,-0.578,1496.237,1.001,overall,-4.646,5.47,978,252,1752,175,3157,82.542,18.99,16.72,TRUE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,ATRX,non-small cell lung cancer,39,12,"beta[1,4]",0.559,0.01,0.405,-0.207,-0.094,0.31,0.55,0.809,1.222,1.412,1589.583,1,Signature.18,1.38,0.78,105,34,7,5,151,0.927,0.47,0.07,TRUE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,ATRX,non-small cell lung cancer,48,28,"beta[2,4]",0.552,0.01,0.369,-0.165,-0.039,0.305,0.55,0.792,1.176,1.308,1503.128,0.999,Signature.2,1.496,0.87,258,41,21,7,327,1.781,0.74,0.16,TRUE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,ATRX,non-small cell lung cancer,103,88,"beta[3,4]",0.39,0.007,0.266,-0.113,-0.035,0.208,0.4,0.572,0.827,0.902,1433.194,1.002,Signature.4,1.464,0.84,543,87,72,16,718,0.872,0.46,0.07,TRUE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,ATRX,non-small cell lung cancer,190,128,mu_beta[3],0.505,0.009,0.361,-0.189,-0.068,0.281,0.494,0.726,1.117,1.207,1643.186,1.001,overall,1.398,0.79,906,162,100,28,1196,3.362,1.18,0.26,TRUE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,ATR,non-small cell lung cancer,6,11,"beta[1,4]",0.335,0.017,0.636,-0.79,-0.629,-0.084,0.306,0.722,1.392,1.672,1374.919,1,Signature.13,0.528,0.22,83,4,9,2,98,1.217,0.57,0.1,FALSE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,ATR,non-small cell lung cancer,48,16,"beta[2,4]",0.109,0.013,0.486,-0.913,-0.746,-0.202,0.118,0.421,0.921,1.061,1356.615,1,Signature.2,0.224,0.08,263,45,13,3,324,0.009,0.03,-0,FALSE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,ATR,non-small cell lung cancer,100,60,"beta[3,4]",-0.103,0.011,0.376,-0.902,-0.738,-0.335,-0.09,0.155,0.491,0.574,1247.169,0.999,Signature.4,-0.275,0.11,551,93,53,7,704,0.156,0.16,-0,FALSE,4.46,4.46
single,Any mutation,Mutation signature,KRAS_12C,ATR,non-small cell lung cancer,154,87,mu_beta[3],0.116,0.013,0.506,-0.871,-0.707,-0.213,0.105,0.422,0.974,1.133,1429.496,1,overall,0.23,0.09,897,142,75,12,1126,0,0,-0,FALSE,4.46,4.46
